tags|intent
the###I-mask picture###O is###O too###O blurry###O in###B-mask the###I-mask middle###I-mask make###B-action it###O clearer###B-attribute and###O more###B-value defined###B-attribute|adjust
the###I-mask rocks###I-mask are###I-intent too###I-intent bright###I-intent tone###B-action down###B-value the###I-mask brightness###B-attribute on###B-mask the###I-mask rocks###I-mask|adjust
the###B-intent picture###I-intent is###I-intent grainy###B-attribute make###B-action it###O less###B-value grainy###B-attribute|adjust
crop###B-action some###B-mask of###I-intent the###I-mask edges###I-mask so###B-intent there###I-intent is###I-intent more###I-intent of###I-intent a###I-intent focal###I-intent point###I-intent|crop
enlarge###B-action the###I-intent photo###I-mask so###B-intent we###I-intent can###I-intent see###I-intent the###I-intent scene###I-intent better###I-intent|zoom
lessen###B-action the###I-attribute colors###B-attribute of###I-attribute the###I-attribute green###I-attribute so###B-intent they###I-intent aren###I-intent t###I-intent as###I-intent neon###I-intent|adjust
increase###B-action the###B-mask brightness###B-attribute in###O the###B-mask trees###I-mask just###B-value a###I-value little###I-value so###B-intent they###I-intent can###I-intent be###I-intent seen###I-intent better###I-intent|adjust
lower###B-action the###I-intent brightness###B-attribute around###B-mask the###I-intent ground###I-mask so###B-intent it###I-intent s###I-intent not###I-intent the###I-intent center###I-intent focus###I-intent|adjust
increase###B-action the###B-mask clarity###B-attribute of###O the###B-mask entire###I-mask thing###I-mask a###B-value little###I-value|adjust
sharpen###B-attribute the###O image###B-mask|adjust
slightly###B-value lower###B-action the###B-mask brightness###B-attribute of###O the###B-mask image###I-mask|adjust
crop###B-action out###B-value the###I-mask black###I-mask border###I-mask on###I-mask the###I-mask left###I-mask and###I-mask right###I-mask side###I-mask of###I-mask the###I-mask image###I-mask|crop
slightly###B-value raise###B-action the###I-mask saturation###B-attribute of###O the###I-mask image###I-mask excluding###I-mask the###I-mask green###I-mask colors###I-mask which###I-mask are###I-mask already###I-mask saturated###I-mask|adjust
add###B-action a###B-value small###I-value amount###I-value of###I-value contrast###B-attribute to###O the###B-mask image###I-mask|adjust
take###B-action some###B-value of###I-mask the###I-intent shade###I-mask off###O of###I-mask the###I-intent front###I-mask of###I-mask the###I-intent picture###I-mask so###B-intent that###I-intent we###I-intent can###I-intent see###I-intent the###I-intent trees###I-intent better###I-intent|delete
at###B-mask the###B-mask very###I-mask back###I-mask of###I-value the###B-mask picture###I-mask in###I-mask the###B-mask middle###I-mask it###B-intent looks###I-intent hazy###I-intent take###B-action some###B-value of###I-value the###B-mask haze###I-mask out###O|delete
the###I-mask front###I-mask of###I-mask the###I-mask picture###I-mask on###I-mask the###I-mask rocks###I-mask is###O a###O little###O blurry###O maybe###O sharpen###B-attribute them###O so###B-intent they###I-intent stand###I-intent out###I-intent better###I-intent|adjust
add###B-action on###B-mask to###I-intent the###I-intent stream###I-mask so###B-intent that###I-intent it###I-intent runs###I-intent all###I-intent the###I-intent way###I-intent to###I-intent the###I-intent front###I-intent of###I-intent the###I-intent picture###I-intent|add
make###B-action the###I-mask bright###I-mask green###I-mask of###I-mask the###I-mask trees###I-mask just###B-value a###I-value little###I-value darker###B-attribute|adjust
remove###B-action greenery###B-mask from###O trellis###B-mask|delete
remove###B-action shadows###B-mask from###O trellis###B-mask so###B-intent the###I-intent pattern###I-intent can###I-intent be###I-intent seen###I-intent easily###I-intent|delete
remove###B-action black###B-mask trash###I-mask can###I-mask and###O make###O it###O a###O green###B-dstobject recycle###I-dstobject receptacle###I-dstobject|replace
make###B-action grass###B-mask greener###B-attribute sod###B-value perhaps###O|adjust
make###B-action walkway###B-mask into###O pavers###B-dstobject in###I-dstobject a###I-dstobject zigzag###I-dstobject pattern###I-dstobject and###I-dstobject darker###I-dstobject brown###I-dstobject|replace
add###B-action more###I-intent green###B-attribute for###O the###B-mask trees###I-mask (###B-intent will###I-intent make###I-intent them###I-intent stand###I-intent out###I-intent more###I-intent )###I-intent|adjust
make###I-intent the###I-intent shadows###B-mask stand###B-value out###I-value less###I-intent because###B-intent they###I-intent sort###I-intent of###I-intent make###I-intent the###I-intent people###I-intent less###I-intent visible###I-intent|adjust
add###B-action more###B-value blue###B-attribute for###O the###B-mask sky###I-mask|adjust
make###B-action the###I-intent white###I-mask pillars###I-mask stand###B-value out###I-value more###I-value (###B-intent they###I-intent are###I-intent in###I-intent the###I-intent middle###I-intent so###I-intent i###I-intent thought###I-intent they###I-intent should###I-intent be###I-intent the###I-intent main###I-intent focus###I-intent )###I-intent|adjust
crop###B-action the###B-mask photo###I-mask so###O that###O the###B-mask white###O pillars###O are###O more###O toward###O the###B-mask center###O|crop
i###B-comment think###I-comment the###I-comment background###I-comment is###I-comment somewhat###I-comment out###I-comment of###I-comment focus###I-comment it###I-comment might###I-comment look###I-comment better###I-comment if###I-comment the###I-comment picture###I-comment was###I-comment more###I-comment closeup###I-comment|comment
this###B-comment way###I-comment you###I-comment can###I-comment see###I-comment more###I-comment details###I-comment like###I-comment the###I-comment people###I-comment passing###I-comment by###I-comment buildings###I-comment|comment
additionally###B-comment i###I-comment would###I-comment like###I-comment to###I-comment see###I-comment more###I-comment focus###I-comment on###I-comment the###I-comment entrance###I-comment the###I-comment people###I-comment are###I-comment walking###I-comment through###I-comment|comment
that###I-comment was###I-comment the###I-comment first###I-comment place###I-comment my###I-comment eyes###I-comment went###I-comment perhaps###I-comment that###I-comment would###I-comment be###I-comment the###I-comment best###I-comment place###I-comment to###I-comment zoom###I-comment in###I-comment|comment
picture###B-intent is###I-intent out###I-intent of###I-intent focus###I-intent sharpen###B-attribute|adjust
no###B-comment clear###I-comment subject###I-comment in###I-comment picture###I-comment find###I-comment an###I-comment interesting###I-comment subject###I-comment and###I-comment zoom###I-comment in###I-comment|comment
straighten###B-action the###B-mask picture###I-mask|rotate
remove###B-action people###B-mask from###O picture###B-mask|delete
remove###B-action or###O find###O a###O better###O angle###O so###O no###O trash###B-mask can###I-mask is###O in###B-mask picture###I-mask|delete
remove###B-action the###I-mask shadows###B-mask on###I-mask the###I-mask ground###I-mask|delete
the###I-mask garbage###I-mask can###I-mask on###I-mask the###I-mask left###I-mask hand###I-mask side###I-mask of###I-mask the###I-mask image###I-mask looks###O as###O though###O it###O is###O crumpling###O into###O a###O c###O would###O you###O please###O make###B-action it###O appear###B-value straighter###I-value|transform
remove###B-action the###I-mask brown###B-mask spots###I-mask in###I-mask the###I-mask grass###I-mask on###I-mask the###I-mask right###I-mask hand###I-mask side###I-mask|delete
remove###B-action the###I-mask shadow###B-mask from###O the###I-mask back###I-mask of###I-mask the###I-mask man###I-mask s###I-mask jean###I-mask jacket###I-mask|delete
add###B-action more###B-value creeping###B-mask vines###I-mask to###B-intent the###I-intent left###I-mask side###I-intent of###I-mask the###I-intent archway###I-mask to###B-intent make###I-intent it###I-intent symmetrical###I-intent with###I-intent the###I-intent right###I-intent side###I-intent|add
this###B-intent picture###I-intent is###I-intent too###I-intent grainy###B-attribute make###B-action it###O less###B-value grainy###B-attribute|adjust
the###B-mask objects###I-mask in###I-mask this###I-mask picture###I-mask need###B-action more###B-value contrast###B-attribute|adjust
the###I-intent picture###I-mask needs###O to###I-intent be###O cropped###B-action an###I-value half###B-value an###I-value inch###I-value to###I-intent bring###I-intent more###I-intent attention###I-intent to###I-intent the###I-intent center###I-intent|crop
make###B-action the###B-mask image###I-mask on###I-mask the###B-mask square###I-mask computer###I-mask screen###I-mask more###O visible###B-attribute and###O clear###B-attribute if###O possible###O or###O tone###B-action down###B-value the###B-mask white###I-mask screen###I-mask|adjust
darker###B-attribute the###I-mask right###I-mask upper###I-mask corner###I-mask of###I-mask the###I-mask photo###I-mask where###I-mask the###I-mask light###I-mask is###I-mask too###I-mask exposed###I-mask|adjust
increase###B-action resolution###B-attribute of###B-mask photo###I-mask it###B-intent seems###I-intent grainy###I-intent|adjust
crop###B-action the###B-mask messy###I-mask bed###I-mask out###B-value of###O the###B-mask bottom###I-mask|crop
find###B-comment some###I-comment kind###I-comment of###I-comment focus###I-comment to###I-comment the###I-comment photograph###I-comment doesn###I-comment t###I-comment appear###I-comment to###I-comment have###I-comment any###I-comment focus###I-comment|comment
increase###B-action color###B-attribute saturation###I-attribute it###B-intent feels###I-intent kind###I-intent of###I-intent bland###I-intent|adjust
zoom###B-action in###I-mask on###O the###I-mask guy###I-mask in###I-mask the###I-mask suit###I-mask if###O he###O s###O the###I-mask focus###O|zoom
the###O pic###O is###O a###O bit###O grainy###B-attribute please###O adjust###B-action|adjust
make###B-action the###I-mask shirt###I-mask of###I-mask the###I-mask man###I-mask at###I-mask the###I-mask desk###I-mask a###O solid###B-value royal###I-value blue###B-attribute|adjust
remove###B-action headset###B-mask from###O the###B-mask bed###I-mask in###I-mask foreground###I-mask|delete
remove###B-action controller###B-mask from###O bed###B-mask|delete
remove###B-action remote###B-mask from###O bed###B-mask|delete
make###B-action black###B-attribute of###O bedspread###B-mask richer###B-value|adjust
the###B-intent photo###I-intent is###I-intent very###I-intent grainy###I-intent decrease###B-action the###B-intent grain###B-attribute|adjust
decrease###B-action some###B-value of###I-value the###I-mask glare###B-attribute brightness###I-attribute on###B-mask the###I-mask computer###I-mask screen###I-mask|adjust
add###B-action more###B-value red###B-attribute color###I-attribute to###O the###B-mask phone###I-mask and###I-mask basketball###I-mask tv###I-mask|adjust
add###B-action more###B-value greys###B-attribute and###I-mask blue###B-attribute to###B-intent the###B-mask chairs###I-mask and###I-mask carpet###I-mask to###B-intent make###I-intent it###I-intent brighter###I-intent|adjust
